0,-0.560660123825073,-0.560660123825073,1,0,0,0.046000000089407
0.005,-0.560660123825073,-0.560660123825073,1,0,0,0.046000000089407
0.01,-0.560660123825073,-0.560660123825073,1,7.08228919954479e-10,-6.4557176271407e-10,0.0457612760365009
0.015,-0.560660123825073,-0.560660123825073,1,-1.34598676648778e-09,1.1258469712061e-09,0.0453213006258011
0.02,-0.560660123825073,-0.560660123825073,1,-7.24240500904472e-10,6.0880367414029e-10,0.044777300208807
0.025,-0.560660123825073,-0.560660123825073,1,3.03956837477415e-09,-3.00540037301289e-09,0.0442475117743015
0.03,-0.560660123825073,-0.560660123825073,1,3.59507223990363e-09,-3.61820529093393e-09,0.0438033789396286
0.035,-0.560660123825073,-0.560660123825073,1,2.34435937329636e-09,-2.27214624892724e-09,0.0434661060571671
0.04,-0.560660123825073,-0.560660123825073,1,5.4389763803897e-09,-4.91090901277857e-09,0.043237529695034
0.045,-0.560660123825073,-0.560660123825073,1,7.67772334597794e-09,-6.92415103031863e-09,0.0431189388036728
0.05,-0.560660123825073,-0.560660123825073,1,7.7561423950101e-09,-6.98329261084041e-09,0.0431104749441147
0.055,-0.560660123825073,-0.560660123825073,1,8.47007441961978e-09,-7.96486787635331e-09,0.0432086922228336
0.06,-0.560660123825073,-0.560660123825073,1,1.19822320954199e-08,-1.19620100491602e-08,0.0434127599000931
0.065,-0.560660123825073,-0.560660123825073,1,1.8275422064562e-08,-1.83780919371657e-08,0.0437278412282467
0.07,-0.560660123825073,-0.560660243034363,1,3.36036514170246e-08,-3.20205870707468e-08,0.0441595390439034
0.075,-0.560660123825073,-0.560660362243652,1,4.94246918947283e-08,-4.45214567434959e-08,0.0447096116840839
0.08,-0.560660123825073,-0.560660362243652,1,6.11915709214372e-08,-5.05268040740248e-08,0.0453774221241474
0.085,-0.560660123825073,-0.560660362243652,1,7.13053367462635e-08,-5.25663494954642e-08,0.0461624711751938
0.09,-0.560660004615784,-0.560660362243652,1,7.53956612697948e-08,-4.81587960621255e-08,0.0470617562532425
0.095,-0.560660004615784,-0.560660362243652,1,8.21786230176258e-08,-4.64031444380453e-08,0.0480705983936787
0.1,-0.560660004615784,-0.560660362243652,1,9.18792295578896e-08,-4.87674363114365e-08,0.0491872765123844
0.105,-0.560660004615784,-0.560660362243652,1,1.00267030234136e-07,-5.11950837278619e-08,0.0504123233258724
0.11,-0.560660123825073,-0.560660362243652,1,1.10508793227382e-07,-5.592657004172e-08,0.0517474673688412
0.115,-0.560660004615784,-0.560660362243652,1,9.60056993903891e-08,-3.86239804583965e-08,0.0531942993402481
0.12,-0.560660004615784,-0.560660362243652,1,9.27467240785518e-08,-3.17951496242586e-08,0.0547524355351925
0.125,-0.560660123825073,-0.560660243034363,1,8.87748257127896e-08,-2.75095182189489e-08,0.0564201176166534
0.13,-0.560660123825073,-0.560660243034363,1,5.1472298423505e-08,5.20780574220225e-09,0.0581952445209026
0.135,-0.560660123825073,-0.560660123825073,1,9.89016157859623e-09,4.06044371459302e-08,0.0600784160196781
0.14,-0.560660243034363,-0.560660123825073,1,-1.63348197190771e-08,5.73038114737301e-08,0.062070045620203
0.145,-0.560660362243652,-0.560660004615784,1,-5.95475491138586e-08,8.4505508368693e-08,0.0641671121120453
0.15,-0.560660362243652,-0.560659885406494,1,-8.98889922495982e-08,9.8031335937776e-08,0.0663694813847542
0.155,-0.560660362243652,-0.560659885406494,1,-1.05805625594257e-07,9.58831520847525e-08,0.0686802715063095
0.16,-0.560660362243652,-0.560659885406494,1,-1.20366436817676e-07,9.20483387290005e-08,0.0711004063487053
0.165,-0.560660362243652,-0.560659885406494,1,-1.2415050321124e-07,8.04191557790546e-08,0.0736306011676788
0.17,-0.560660362243652,-0.560659885406494,1,-1.36972431619142e-07,7.94877550447382e-08,0.0762726366519928
0.175,-0.560660481452942,-0.560659885406494,1,-1.69136200156572e-07,9.9481624715736e-08,0.0790266320109367
0.18,-0.560660481452942,-0.560659766197205,1,-2.10742683748322e-07,1.29807304460883e-07,0.0818916708230972
0.185,-0.560660600662231,-0.560659646987915,1,-2.62921247440318e-07,1.68463643035466e-07,0.0848659425973892
0.19,-0.560660600662231,-0.560659646987915,1,-2.79506821243558e-07,1.7186570744343e-07,0.0879472494125366
0.195,-0.560660600662231,-0.560659646987915,1,-2.86898313106576e-07,1.63263294439275e-07,0.0911351516842842
0.2,-0.560660600662231,-0.560659646987915,1,-2.91380018779819e-07,1.53233543187525e-07,0.0944313481450081
0.205,-0.560660600662231,-0.560659646987915,1,-2.95966543717441e-07,1.46673357903637e-07,0.0978389009833336
0.21,-0.560660600662231,-0.560659646987915,1,-3.15854151722306e-07,1.57570653414041e-07,0.101359166204929
0.215,-0.560660839080811,-0.560659527778625,1,-3.67522659416863e-07,2.00150026330448e-07,0.104990877211094
0.22,-0.560660839080811,-0.560659527778625,1,-4.20519171484557e-07,2.44069525479063e-07,0.108732365071774
0.225,-0.56066107749939,-0.560659408569336,1,-4.73255312272158e-07,2.83625041674895e-07,0.112581670284271
0.23,-0.56066107749939,-0.560659289360046,1,-5.46692490388523e-07,3.37775077241531e-07,0.116537272930145
0.235,-0.560661196708679,-0.560659170150757,1,-5.79572997594369e-07,3.51878583160214e-07,0.120599485933781
0.24,-0.56066107749939,-0.560659408569336,1,-5.24759684594756e-07,2.81893449027848e-07,0.12476946413517
0.245,-0.56066107749939,-0.560659408569336,1,-5.21845322509762e-07,2.60534903873122e-07,0.129048377275467
0.25,-0.5606609582901,-0.560659408569336,1,-4.8719124379204e-07,2.22644317204868e-07,0.133439615368843
0.255,-0.560660839080811,-0.560659646987915,1,-4.17123857232582e-07,1.58928003202163e-07,0.137946426868439
0.26,-0.560660481452942,-0.560659646987915,1,-3.26668384786899e-07,8.34303008900861e-08,0.142566874623299
0.265,-0.560660362243652,-0.560659885406494,1,-2.53613052336732e-07,3.28805924709741e-08,0.147299572825432
0.27,-0.560660362243652,-0.560659885406494,1,-2.2691345691328e-07,3.41534658332421e-08,0.152146503329277
0.275,-0.560660481452942,-0.560659885406494,1,-2.34757379757866e-07,7.20847879165376e-08,0.157107591629028
0.28,-0.560660481452942,-0.560659766197205,1,-2.35116814906178e-07,1.00531806879189e-07,0.162179887294769
0.285,-0.560660481452942,-0.560659766197205,1,-2.38464735957677e-07,1.23662289297499e-07,0.167359977960587
0.29,-0.560660600662231,-0.560659766197205,1,-2.58402764075072e-07,1.55266292267697e-07,0.172646969556808
0.295,-0.560660600662231,-0.560659646987915,1,-2.90690053361686e-07,1.93189848118891e-07,0.178042352199554
0.3,-0.560660839080811,-0.560659527778625,1,-3.4682611271819e-07,2.47789841978374e-07,0.183547213673592
0.305,-0.560660839080811,-0.560659408569336,1,-3.94121258295854e-07,2.8917645522597e-07,0.189160957932472
0.31,-0.560660839080811,-0.560659408569336,1,-4.18591298512183e-07,3.03314891425543e-07,0.194882810115814
0.315,-0.560660839080811,-0.560659408569336,1,-3.91364409324524e-07,2.66275577587294e-07,0.200712651014328
0.32,-0.560660839080811,-0.560659527778625,1,-3.5267964904051e-07,2.19036280668661e-07,0.206651777029037
0.325,-0.560660481452942,-0.560659766197205,1,-2.40472076029619e-07,1.11878172504021e-07,0.212702482938766
0.33,-0.560660243034363,-0.560660004615784,1,-1.01895011539455e-07,-1.09304423290268e-08,0.218866795301437
0.335,-0.560660123825073,-0.560660243034363,1,-1.80796035920139e-08,-6.9167029437267e-08,0.22514583170414
0.34,-0.560660123825073,-0.560660243034363,1,6.09985661981227e-09,-5.77181182848108e-08,0.2315404266119
0.345,-0.560660123825073,-0.560660362243652,1,6.01743010975042e-08,-6.82195988588319e-08,0.238049611449242
0.35,-0.560659885406494,-0.560660362243652,1,1.56918559923724e-07,-1.23139130892014e-07,0.244669452309608
0.355,-0.560659646987915,-0.560660719871521,1,2.61536854395672e-07,-1.89057317356855e-07,0.251397669315338
0.36,-0.560659646987915,-0.560660839080811,1,3.22959067489137e-07,-2.13452665320801e-07,0.258236348628998
0.365,-0.560659527778625,-0.560660839080811,1,3.62625115712945e-07,-2.1417498885512e-07,0.265188366174698
0.37,-0.560659527778625,-0.560660839080811,1,4.07583627293207e-07,-2.21395850985573e-07,0.272253304719925
0.375,-0.560659408569336,-0.560660839080811,1,4.43247500925281e-07,-2.25428294697849e-07,0.279428839683533
0.38,-0.560659408569336,-0.56066107749939,1,5.43670580555045e-07,-2.92946708668751e-07,0.286713778972626
0.385,-0.560659050941467,-0.560661196708679,1,6.44396322968532e-07,-3.64988721912596e-07,0.294109016656876
0.39,-0.560658812522888,-0.560661554336548,1,7.84076576110238e-07,-4.68658242880338e-07,0.301616042852402
0.395,-0.560658574104309,-0.560661792755127,1,9.51016545513994e-07,-5.92298874835251e-07,0.309236526489258
0.4,-0.56065821647644,-0.560662150382996,1,1.1264617114648e-06,-7.1575260562895e-07,0.316971361637115
0.405,-0.560657739639282,-0.560662627220154,1,1.40383781399578e-06,-9.22723643270729e-07,0.324820667505264
0.41,-0.560657262802124,-0.560662984848022,1,1.61498167017271e-06,-1.06137451894028e-06,0.332785040140152
0.415,-0.560656905174255,-0.560663342475891,1,1.81228949713841e-06,-1.17114052500256e-06,0.340865015983582
0.42,-0.560656785964966,-0.56066358089447,1,1.95020629689679e-06,-1.22030951388297e-06,0.349061250686646
0.425,-0.560656428337097,-0.560663938522339,1,2.18774994209525e-06,-1.36013341034413e-06,0.357371807098389
0.43,-0.560655832290649,-0.560664415359497,1,2.44420471062767e-06,-1.52577115386521e-06,0.367864370346069
0.435,-0.560655832290649,-0.560664415359497,1,2.51996880251681e-06,-1.52468908254377e-06,0.378465205430984
0.44,-0.560656070709229,-0.560664296150208,1,2.44614784605801e-06,-1.38140921990271e-06,0.389176160097122
0.445,-0.560656547546387,-0.560663938522339,1,2.29340776058962e-06,-1.18129901238717e-06,0.399996131658554
0.45,-0.560656785964966,-0.56066370010376,1,2.17601973417914e-06,-1.04698688119242e-06,0.410918384790421
0.455,-0.560657620429993,-0.560662627220154,1,1.9353556126589e-06,-4.01738020627818e-07,0.421938061714172
0.46,-0.560658693313599,-0.560661673545837,1,2.68164671979321e-06,1.26654788346059e-06,0.433056086301804
0.465,-0.560659766197205,-0.560660600662231,1,3.77872538592783e-06,3.39959979100968e-06,0.444275826215744
0.47,-0.560660839080811,-0.560659527778625,1,4.90067577629816e-06,5.52978235646151e-06,0.455599248409271
0.475,-0.560661435127258,-0.560658931732178,1,5.88559760217322e-06,7.04367039361387e-06,0.467028588056564
0.48,-0.560661554336548,-0.560658812522888,1,6.34467414784012e-06,7.64791911933571e-06,0.478566437959671
0.485,-0.56066107749939,-0.560659170150757,1,6.53611823508982e-06,7.4163231147395e-06,0.490212142467499
0.49,-0.560660719871521,-0.560659646987915,1,6.56337078908109e-06,7.0602845880785e-06,0.501962959766388
0.495,-0.560659646987915,-0.560660839080811,1,6.89136595610762e-06,6.34522893960821e-06,0.513817727565765
0.5,-0.56065845489502,-0.560661911964417,1,7.09593723513535e-06,5.46392948308494e-06,0.525777220726013
0.505,-0.560657024383545,-0.560663223266602,1,7.22622871762724e-06,4.27025861426955e-06,0.537841558456421
0.51,-0.560655474662781,-0.560664772987366,1,7.30761667000479e-06,2.92148979497142e-06,0.550005555152893
